"repeater","band","channel","TX","RX","mode","QTHR","where","region","code","keeper","status",
GB3NB,2M,RV50,145.625000,145.025000,AV,JO02PN,NORWICH,SE,94.8,G8VLL,OPERATIONAL,
GB3NC,2M,RV58,145.725000,145.125000,MULTI,IO70OJ,ROCHE,SW,77.0,G4WVD,OPERATIONAL,
GB3NE,2M,RV61,145.762500,145.162500,AV,IO91HJ,NEWBURY,SW,118.8,G6IBI,OPERATIONAL,
GB3NF,2M,RV50,145.625000,145.025000,AV,IO92KX,NOTTINGHAM,MIDL,77.0,M0VUB,OPERATIONAL,
GB3NG,2M,RV50,145.625000,145.025000,AV,IO87XO,FRASERBURGH,SCOT,67,GM4ZUK,OPERATIONAL,
GB3NH,70CM,RU76,430.950000,438.550000,AV,IO92NF,NORTHAMPTON,MIDL,77.0,G1IRG,OPERATIONAL,
GB3NI,2M,RV58,145.725000,145.125000,AV,IO74CO,BELFAST  N.I.,NI,110.9,MI1VOX,OPERATIONAL,
GB3NK,70CM,RB04,433.100000,434.700000,AV,JO01BL,ERITH,SE,103.5,G4EGU,OPERATIONAL,
GB3NL,2M,RV62,145.775000,145.175000,AV,IO91XP,NORTH LONDON,SE,,G4DFB,OPERATIONAL,
GB3NM,70CM,RB07,433.175000,434.775000,AV,IO92KX,NOTTINGHAM,MIDL,71.9,M0VUB,OPERATIONAL,
GB3NN,70CM,RB02,433.050000,434.650000,AV,JO02JV,WELLS NORFOLK,SE,94.8,G0FVF,OPERATIONAL,
GB3NO,23CM,RM0,1297.000000,1291.000000,AV,JO02PP,NORWICH,SE,94.8,G8VLL,OPERATIONAL,
GB3NP,70CM,RU71,430.887500,438.487500,MULTI,IO92LD,TOWCESTER,MIDL,77.0,G1IRG,OPERATIONAL,
GB3NR,70CM,RB0,433.000000,434.600000,AV,JO02PP,NORWICH,SE,94.8,G8VLL,OPERATIONAL,
GB3NS,70CM,DVU54,439.675000,430.675000,AV,IO91WG,CATERHAM,SE,82.5,G0OLX,OPERATIONAL,
GB3NT,70CM,RB0,433.000000,434.600000,MULTI,IO94FW,NEWCASTLE UPON TYNE,NOR,118.8,M0MNE,OPERATIONAL,
GB3NU,70CM,DMU26,439.325000,430.325000,MULTI,IO92KX,NOTTINGHAM,MIDL,71.9,M0VUB,OPERATIONAL,
GB3NW,2M,RV50,145.625000,145.025000,MULTI,IO82VE,WORCESTER,WM,67.0,G4IDF,OPERATIONAL,
GB3NX,70CM,RU68,430.850000,438.450000,AV,IO91WB,CRAWLEY SUSSEX,SE,88.5,G4EFO,OPERATIONAL,
GB3NY,70CM,RU67,430.837500,438.437500,MULTI,IO93RT,HULL,NOR,88.5,M0DPH,OPERATIONAL,
GB3NZ,2M,RV48,145.600000,145.000000,AV,JO02NN,WYMONDHAM,SE,94.8,M0ZAH,OPERATIONAL,
GB3OA,2M,RV49,145.612500,145.012500,MULTI,IO83LP,SOUTHPORT,NOR,82.5,G4EID,OPERATIONAL,
GB3OC,2M,RV52,145.650000,145.050000,AV,IO88LX,KIRKWALL,SCOT,77,GM0HQG,OPERATIONAL,
GB3OH,70CM,RU76,430.950000,438.550000,MULTI,IO85EX,LINLITHGOW,SCOT,94.8,GM0MZB,OPERATIONAL,
GB3OM,70CM,RU76,430.950000,438.550000,MULTI,IO64JQ,OMAGH,NI,1,GI4SXV,OPERATIONAL,
GB3OR,70CM,RU67,430.837500,438.437500,MULTI,IO83BH,LLANDUDNO,WM,103.5,MW0JWP,OPERATIONAL,
GB3OV,70CM,RB05,433.125000,434.725000,AV,IO92VG,ST NEOTS,MIDL,94.8,G6OHM,OPERATIONAL,
GB3OY,70CM,RU76,430.950000,438.550000,AV,JO01AO,BUCKHURST HILL,SE,82.5,G7UZN,OPERATIONAL,
GB3PA,2M,RV50,145.625000,145.025000,AV,IO75QV,PAISLEY,SCOT,103.5,GM7OAW,OPERATIONAL,
GB3PB,2M,RV50,145.625000,145.025000,AV,IO90AT,WIMBORNE,SW,71.9,G7ICH,OPERATIONAL,
GB3PD,70CM,RU68,430.850000,438.450000,MULTI,IO80SN,WEYMOUTH,SW,,G1ZSE,NOT OPERATIONAL,
GB3PE,2M,RV54,145.675000,145.075000,AV,IO92TL,PETERBOROUGH,SE,94.8,M0ZPU,OPERATIONAL,
GB3PF,70CM,RB12,433.300000,434.900000,AV,IO83TR,ACCRINGTON,NOR,82.5,M0NFI,OPERATIONAL,
GB3PH,2M,RV48,145.600000,145.000000,AV,IO72SX,PWLLHELI,WM,88.5,MW0XTK,NOT OPERATIONAL,
GB3PI,2M,RV60,145.750000,145.150000,AV,IO92XA,ROYSTON,SE,77,M0ZPU,OPERATIONAL,
GB3PK,2M,RV53,145.662500,145.062500,AV,IO65VE,BALLYCASTLE,NI,110.9,MI0CRR,OPERATIONAL,
GB3PL,2M,RV61,145.762500,145.162500,AV,IO80BH,BIGBURY,SW,77.0,M0WMB,OPERATIONAL,
GB3PM,70CM,RU72,430.900000,438.500000,AV,IO93FK,SHEFFIELD,NOR,71.9,M0HOY,NOT OPERATIONAL,
GB3PN,70CM,RU76,430.950000,438.550000,AV,IO83PS,PRESTON,NOR,82.5,M0VXT,OPERATIONAL,
GB3PO,2M,RV52,145.650000,145.050000,AV,JO02OB,IPSWICH,SE,110.9,G7CIY,OPERATIONAL,
GB3PP,70CM,RB15,433.375000,434.975000,MULTI,IO83QR,PRESTON,NOR,82.5,M0NED,REDUCED OUTPUT,
GB3PR,2M,RV54,145.675000,145.075000,MULTI,IO86GI,PERTH,SCOT,94.8,GM8KPH,OPERATIONAL,
GB3PS,23CM,RM03,1297.075000,1291.075000,AV,IO92XA,ROYSTON,SE,77,M0ZPU,NOT OPERATIONAL,
GB3PT,70CM,RU69,430.862500,438.462500,AV,IO83NL,PRESCOT,NOR,94.8,M0NFI,OPERATIONAL,
GB3PU,70CM,RB0,433.000000,434.600000,MULTI,IO86GI,PERTH,SCOT,94.8,GM8KPH,OPERATIONAL,
GB3PW,2M,RV62,145.775000,145.175000,AV,IO82HL,NEWTOWN POWYS,WM,103.5,GW4IQP,OPERATIONAL,
GB3PX,6M,R50-07,50.780000,51.280000,AV,IO92XA,ROYSTON,SE,77,M0ZPU,OPERATIONAL,
GB3PY,70CM,RU72,430.900000,438.500000,AV,JO02AF,CAMBRIDGE,SE,77.0,M0ZPU,OPERATIONAL,
GB3PZ,70CM,RU72,430.900000,438.500000,AV,IO83XL,DUKINFIELD,NOR,82.5,G4ZPZ,OPERATIONAL,
GB3RB,70CM,RB08,433.200000,434.800000,AV,IO93IF,BOLSOVER,MIDL,71.9,G1SLE,OPERATIONAL,
GB3RC,70CM,RU69,430.862500,438.462500,AV,IO81XW,CHELTENHAM,SW,103.5,M0URF,OPERATIONAL,
GB3RD,2M,RV54,145.675000,145.075000,AV,IO91JM,READING,SW,118.8,G8DOR,OPERATIONAL,
GB3RE,70CM,RB11,433.275000,434.875000,AV,JO01HH,MAIDSTONE,SE,103.5,G6RVS,OPERATIONAL,
GB3RF,2M,RV62,145.775000,145.175000,MULTI,IO83TR,ACCRINGTON,NOR,82.5,M0NFI,OPERATIONAL,
GB3RH,70CM,RB11,433.275000,434.875000,AV,IO80MS,AXMINSTER,SW,94.8,G6WWY,OPERATIONAL,
GB3RO,70CM,RU66,430.825000,438.425000,AV,IO83UQ,HASLINGDEN,NOR,82.5,M0LMN,OPERATIONAL,
GB3RR,70CM,RU68,430.850000,438.450000,AV,IO82XL,DUDLEY,MIDL,67.0,G8PYT,OPERATIONAL,
GB3RU,70CM,RB11,433.275000,434.875000,AV,IO91LK,READING,SW,118.8,G8DOR,OPERATIONAL,
GB3RW,2M,RV48,145.600000,145.000000,AV,IO90SU,WORTHING,SE,88.5,G4WTV,OPERATIONAL,
GB3SA,70CM,RU77,430.962500,438.562500,AV,IO92RP,STAMFORD,MIDL,82.5,G8IOA,OPERATIONAL,
GB3SC,70CM,RU69,430.862500,438.462500,AV,IO92ES,BURTON-UPON-TRENT,MIDL,67.0,G8EKG,OPERATIONAL,
GB3SD,70CM,RB14,433.350000,434.950000,AV,IO80SQ,WEYMOUTH,SW,71.9,G0ECX,OPERATIONAL,
GB3SE,23CM,RM03,1297.075000,1291.075000,AV,IO83WA,STOKE ON TRENT,MIDL,103.5,G8NSS,OPERATIONAL,
GB3SF,2M,RV50,145.625000,145.025000,MULTI,IO86HK,PERTH,SCOT,,GM3NFO,OPERATIONAL,
GB3SG,70CM,RU73,430.912500,438.512500,AV,IO81VR,STROUD,SW,118.8,G1MAW,OPERATIONAL,
GB3SH,2M,RV53,145.662500,145.062500,AV,IO90IV,SOUTHAMPTON,SW,71.9,G4MYS,OPERATIONAL,
GB3SI,2M,RV50,145.625000,145.025000,AV,IO70JB,HELSTON,SW,,M1ERD,OPERATIONAL,
GB3SJ,2M,RV55,145.687500,145.087500,AV,IO83RF,NORTHWICH,NOR,103.5,M0WTX,OPERATIONAL,
GB3SK,70CM,RB06,433.150000,434.750000,AV,JO01MH,CANTERBURY,SE,103.5,G6DIK,OPERATIONAL,
GB3SL,6M,R50-02,50.730000,51.230000,AV,IO75XX,KILSYTH,SCOT,103.5,GM4COX,OPERATIONAL,
GB3SM,70CM,RB13,433.325000,434.925000,AV,IO93BA,STOKE ON TRENT,MIDL,103.5,G4SCY,OPERATIONAL,
GB3SN,2M,RV58,145.725000,145.125000,AV,IO91LC,ALTON HANTS,SW,71.9,G4EPX,OPERATIONAL,
GB3SO,70CM,RB0,433.000000,434.600000,MULTI,JO03AR,WITHERNSEA,NOR,71.9,M0MFP,OPERATIONAL,
GB3SP,70CM,RB04,433.100000,434.700000,MULTI,IO71NQ,PEMBROKE,WM,94.8,GW3XJQ,OPERATIONAL,
GB3SR,70CM,RU73,430.912500,438.512500,AV,JO03CB,SKEGNESS,MIDL,71.9,G7UVD,OPERATIONAL,
GB3SS,2M,RV48,145.600000,145.000000,MULTI,IO87MO,ELGIN MORAY,SCOT,67,GM4ILS,OPERATIONAL,
GB3ST,70CM,RB09,433.225000,434.825000,AV,IO83WA,STOKE ON TRENT,MIDL,103.5,G8NSS,OPERATIONAL,
GB3SU,70CM,RB08,433.200000,434.800000,AV,IO90IV,SOUTHAMPTON,SW,71.9,G4MYS,OPERATIONAL,
GB3SV,2M,RV49,145.612500,145.012500,AV,IO82WS,STAFFORD,MIDL,94.8,G7PFT,OPERATIONAL,
GB3SW,2M,RV57,145.712500,145.112500,AV,IO80JQ,SIDMOUTH,SW,77,G6XUV,OPERATIONAL,
GB3SX,6M,R50-08,50.790000,51.290000,AV,IO93BA,STOKE ON TRENT,MIDL,103.5,G4SCY,OPERATIONAL,
GB3SY,70CM,RB06,433.150000,434.750000,AV,IO93EN,BARNSLEY,NOR,71.9,G8POK,OPERATIONAL,
GB3TA,2M,RV59,145.737500,145.137500,AV,IO92DP,TAMWORTH,MIDL,67,M0TSD,NOT OPERATIONAL,
GB3TD,70CM,UR63,438.387500,430.787500,AV,IO91DL,SWINDON,SW,118.8,G4XUT,OPERATIONAL,
GB3TE,2M,RV49,145.612500,145.012500,AV,JO01OU,FRINTON ON SEA,SE,67,G0MBA,OPERATIONAL,
GB3TF,70CM,RB08,433.200000,434.800000,MULTI,IO82RP,TELFORD,WM,103.5,M0JZH,OPERATIONAL,
GB3TH,70CM,RB15,433.375000,434.975000,MULTI,IO92DP,TAMWORTH,MIDL,67,G8YUQ,NOT OPERATIONAL,
GB3TJ,70CM,RB12,433.300000,434.900000,MULTI,IO85XA,CORBRIDGE,NOR,118.8,M0TKF,OPERATIONAL,
GB3TP,2M,RV58,145.725000,145.125000,AV,IO93CT,SHIPLEY,NOR,82.5,G8ZMG,OPERATIONAL,
GB3TR,2M,RV52,145.650000,145.050000,AV,IO80FM,TORQUAY,SW,94.8,G8XST,OPERATIONAL,
GB3TS,70CM,RB07,433.175000,434.775000,MULTI,IO94GX,SUNDERLAND,NOR,118.8,G7MFN,OPERATIONAL,
GB3TU,70CM,RB09,433.225000,434.825000,AV,IO91PS,TRING HERTS,SW,77,M0ZPU,OPERATIONAL,
GB3TW,2M,RV58,145.725000,145.125000,MULTI,IO94EW,GATESHEAD,NOR,118.8,M0MNE,NOT OPERATIONAL,
GB3TX,10M,10M,29.650000,29.550000,AV,JO02QP,NORWICH,SE,94.8,M0ZAH,OPERATIONAL,
GB3UB,70CM,RB04,433.100000,434.700000,AV,IO81UJ,BATH AVON,SW,118.8,G4KVI,OPERATIONAL,
GB3UK,2M,RV49,145.612500,145.012500,MULTI,IO94FV,WASHINGTON,NOR,10,G1LBU,OPERATIONAL,
GB3UL,70CM,RB02,433.050000,434.650000,AV,IO74CO,BELFAST  N.I.,NI,110.9,MI1VOX,OPERATIONAL,
GB3UM,6M,R50-03,50.740000,51.240000,AV,IO92IQ,MARKFIELD,MIDL,77,M1NAS,OPERATIONAL,
GB3UO,70CM,RU76,430.950000,438.550000,MULTI,IO83LA,WREXHAM,WM,110.9,GW0WZZ,OPERATIONAL,
GB3UP,70CM,RU73,430.912500,438.512500,AV,IO71MX,FISHGUARD,WM,94.8,GW6TKK,OPERATIONAL,
GB3US,70CM,RB0,433.000000,434.600000,AV,IO93GI,SHEFFIELD,NOR,103.5,M0RFT,OPERATIONAL,
GB3VA,2M,RV56,145.700000,145.100000,AV,IO91LT,BRILL,SW,118.8,G8GQJ,OPERATIONAL,
GB3VE,70CM,RB04,433.100000,434.700000,DSTAR,IO84SQ,DUFTON,NOR,77.0,G0TNF,NOT OPERATIONAL,
GB3VH,70CM,RB13,433.325000,434.925000,AV,IO91VT,WELWYN GARDEN CITY,SE,82.5,G4THF,OPERATIONAL,
GB3VI,6M,R50-15,50.860000,51.360000,AV,IO82XL,DUDLEY,MIDL,67.0,G8PYT,NOT OPERATIONAL,
GB3VM,2M,RV49,145.612500,145.012500,MULTI,IO82QJ,TENBURY WELLS,WM,103.5,G8XYJ,OPERATIONAL,
GB3VN,70CM,RU74,430.925000,438.525000,MULTI,IO82QI,LUDLOW,WM,103.5,G4OYX,OPERATIONAL,
GB3VO,2M,RV51,145.637500,145.037500,MULTI,IO83LA,WREXHAM,WM,110.9,GW0WZZ,OPERATIONAL,
GB3VS,70CM,RB03,433.075000,434.675000,AV,IO80LX,TAUNTON,SW,94.8,G4UVZ,NOT OPERATIONAL,
GB3VT,2M,RV58,145.725000,145.125000,DSTAR,IO83WA,STOKE ON TRENT,MIDL,103.5,G8NSS,OPERATIONAL,
GB3VW,70CM,RU65,430.812500,438.412500,AV,JO02NN,WYMONDHAM,SE,82.5,M0ZAH,OPERATIONAL,
GB3WA,70CM,RU70,430.875000,438.475000,AV,IO75OR,DALRY,SCOT,103.5,GM7GDE,OPERATIONAL,
GB3WB,70CM,RB12,433.300000,434.900000,AV,IO81MH,WESTON-SUPER-MARE,SW,94.8,G1VSX,OPERATIONAL,
GB3WC,23CM,RM15,1297.375000,1291.375000,AV,IO93EP,WAKEFIELD,NOR,82.5,G1XCC,OPERATIONAL,
GB3WD,2M,RV56,145.700000,145.100000,AV,IO80AK,IVYBRIDGE,SW,77,M0ZCP,OPERATIONAL,
GB3WE,2M,RV55,145.687500,145.087500,MULTI,IO81MH,WESTON-SUPER-MARE,SW,94.8,G4SZM,OPERATIONAL,
GB3WF,70CM,RB14,433.350000,434.950000,MULTI,IO93DV,OTLEY,NOR,82.5,M0SNW,OPERATIONAL,
GB3WG,70CM,RU70,430.875000,438.475000,MULTI,IO81CP,PORT TALBOT,WM,94.8,MW0HAC,OPERATIONAL,
GB3WH,2M,RV52,145.650000,145.050000,AV,IO91EM,SWINDON,SW,118.8,G4LDL,OPERATIONAL,
GB3WI,70CM,RB15,433.375000,434.975000,MULTI,JO02BP,WISBECH,SE,94.8,M0DUQ,OPERATIONAL,
GB3WK,2M,RV62,145.775000,145.175000,AV,IO92FH,LEAMINGTON SPA,MIDL,67,G6FEO,NOT OPERATIONAL,
GB3WL,70CM,RU76,430.950000,438.550000,MULTI,IO92BJ,WYTHALL,MIDL,67.0,G3YXM,OPERATIONAL,
GB3WM,70CM,RB02,433.050000,434.650000,MULTI,IO92AJ,LONGBRIDGE,MIDL,67,M0JZT,OPERATIONAL,
GB3WN,70CM,UR63,438.387500,430.787500,AV,IO82XP,WOLVERHAMPTON,MIDL,67.0,G8NDT,NOT OPERATIONAL,
GB3WO,70CM,RU78,430.975000,438.575000,AV,IO90TT,WORTHING,SE,88.5,M0IAD,NOT OPERATIONAL,
GB3WQ,70CM,RU71,430.887500,438.487500,AV,IO84FN,WHITEHAVEN,NOR,77.0,G0NIS,NOT OPERATIONAL,
GB3WR,2M,RV48,145.600000,145.000000,AV,IO81PH,CHEDDAR,SW,94.8,G4RKY,OPERATIONAL,
GB3WS,2M,RV60,145.750000,145.150000,AV,IO91WB,CRAWLEY SUSSEX,SE,88.5,G4EFO,OPERATIONAL,
GB3WT,2M,RV62,145.775000,145.175000,AV,IO64JQ,OMAGH,NI,110.9,GI3NVW,OPERATIONAL,
GB3WU,70CM,RU66,430.825000,438.425000,AV,IO82VE,WORCESTER,WM,118.8,G8TIC,OPERATIONAL,
GB3WW,2M,RV62,145.775000,145.175000,MULTI,IO81CP,PORT TALBOT,WM,94.8,MW0HAC,OPERATIONAL,
GB3WX,6M,R50-12,50.830000,51.330000,AV,JO02NN,WYMONDHAM,SE,94.8,M0ZAH,NOT OPERATIONAL,
GB3WY,6M,R50-09,50.800000,51.300000,AV,IO93EP,WAKEFIELD,NOR,82.5,G1XCC,OPERATIONAL,
GB3XD,6M,R50-02,50.730000,51.230000,AV,IO93WH,LOUTH,MIDL,71.9,G7AJP,OPERATIONAL,
GB3XL,70CM,RU71,430.887500,438.487500,MULTI,IO93CT,SHIPLEY,NOR,82.5,M0IRK,DMR ONLY,
GB3XN,70CM,RU74,430.925000,438.525000,AV,IO93KJ,WORKSOP,MIDL,71.9,G3XXN,OPERATIONAL,
GB3XP,2M,RV55,145.687500,145.087500,MULTI,IO91VJ,MORDEN,SE,82.5,M0SGL,REDUCED OUTPUT,
GB3XS,6M,R50-14,50.850000,51.350000,AV,IO92MG,NORTHAMPTON,MIDL,77.0,G7SYT,REDUCED OUTPUT,
GB3XV,70CM,DVU-R20,430.250000,439.250000,DM FUSION,IO92KG,DAVENTRY,MIDL,,G8KHF,REDUCED OUTPUT,
GB3XX,70CM,RU73,430.912500,438.512500,MULTI,IO92KG,DAVENTRY,MIDL,77.0,G8KHF,OPERATIONAL,
GB3XZ,23CM,RM1,1297.025000,1291.025000,MULTI,IO92KG,DAVENTRY,MIDL,77.0,G8KHF,OPERATIONAL,
GB3YA,2M,RV57,145.712500,145.112500,AV,IO81LP,CWMBRAN,WM,94.8,MW0YAC,OPERATIONAL,
GB3YC,2M,RV60,145.750000,145.150000,AV,IO94SE,FILEY,NOR,88.5,M0KXQ,REDUCED OUTPUT,
GB3YL,70CM,RB14,433.350000,434.950000,AV,JO02UL,LOWESTOFT,SE,94.8,G4RKP,OPERATIONAL,
GB3YW,2M,RV63,145.787500,145.187500,AV,IO93EP,WAKEFIELD,NOR,82.5,G1XCC,OPERATIONAL,
GB3ZA,2M,RV59,145.737500,145.137500,MULTI,IO82PB,HEREFORD,WM,118.8,G0JWJ,OPERATIONAL,
GB3ZB,70CM,RU66,430.825000,438.425000,AV,IO81QJ,BRISTOL,SW,77,G4RKY,OPERATIONAL,
GB3ZI,70CM,RU78,430.975000,438.575000,MULTI,IO82WT,STAFFORD,MIDL,103.5,G4YFF,OPERATIONAL,
GB3ZN,2M,RV51,145.637500,145.037500,AV,IO94GX,SOUTH SHIELDS ,NOR,118.8,M0OMT ,OPERATIONAL,
GB3ZW,6M,R50-10,50.810000,51.310000,AV,IO82HL,NEWTOWN POWYS,WM,103.5,GW4IQP,OPERATIONAL,
GB3ZX,70CM,RU66,430.825000,438.425000,AV,JO00CT,EASTBOURNE,SE,88.5,G6ZZX,OPERATIONAL,
GB3ZY,6M,R50-09,50.800000,51.300000,AV,IO81QJ,BRISTOL,SW,77,G4RKY,OPERATIONAL,
GB7AA,70CM,DVU54,439.675000,430.675000,DM DMR,IO81RO,BRISTOL,SW,1,G4CJZ,OPERATIONAL,
GB7AB,70CM,DVU53,439.662500,430.662500,DV,IO87VD,ABERDEEN,SCOT,,GM7KBK,OPERATIONAL,
GB7AC,70CM,RU76,430.950000,438.550000,MULTI,IO87NU,LARGS,SCOT,3,GM7RYR,OPERATIONAL,
GB7AD,70CM,DVU61,439.762500,430.762500,DSTAR,IO81RO,BRISTOL,SW,,G4CJZ,OPERATIONAL,
GB7AE,70CM,DVU34,439.425000,430.425000,DSTAR,IO91CJ,MARLBOROUGH,SW,3,M1CJE,OPERATIONAL,
GB7AG,70CM,RU72,430.900000,438.500000,MULTI,IO86NR,FORFAR,SCOT,94.8,GM1TCN,OPERATIONAL,
GB7AL,70CM,DVU32,439.400000,430.400000,DV,JO02RD,IPSWICH,SE,2,M1NIZ,OPERATIONAL,
GB7AM,2M,RV53,145.662500,145.062500,MULTI,IO83WI,HIGHER POYNTON,NOR,,G1DVA,OPERATIONAL,
GB7AN,70CM,DVU37,439.462500,430.462500,DV,IO83TS,ACCRINGTON ,NOR,,M0NFI,OPERATIONAL,
GB7AR,70CM,DVU42,439.525000,430.525000,MULTI,JO01DI,NEW ASH GREEN,SE,15,G6VBJ,OPERATIONAL,
GB7AS,70CM,DVU34,439.425000,430.425000,DV,JO01KD,ASHFORD,SE,3,M1CMN,OPERATIONAL,
GB7AU,70CM,DVU56,439.700000,430.700000,MULTI,IO91GP,AMERSHAM,SW,,M0ZPU,OPERATIONAL,
GB7AV,70CM,DVU35,439.437500,430.437500,DV,IO91OT,AYLESBURY,SW,3,G0RAS,OPERATIONAL,
GB7AY,70CM,DVU36,439.450000,430.450000,MULTI,IO75TQ,KILMARNOCK,SCOT,1,GM0ONX,OPERATIONAL,
GB7BA,70CM,DVU61,439.762500,430.762500,DV,IO93CS,BRADFORD,NOR,13,G1XCC,OPERATIONAL,
GB7BB,70CM,DVU57,439.712500,430.712500,MULTI,IO87QP,BANFF,SCOT,1,MM0BUH,OPERATIONAL,
GB7BC,70CM,DVU52,439.650000,430.650000,MULTI,IO90WT,BRIGHTON,SE,3,G7TXU,OPERATIONAL,
GB7BD,70CM,RU76,430.950000,438.550000,DV,IO81QJ,BRISTOL,SW,3,G4RKY,OPERATIONAL,
GB7BE,70CM,DVU53,439.662500,430.662500,DSTAR,JO02TK,BECCLES,SE,,M0JGX,OPERATIONAL,
GB7BF,70CM,DVU-R24,430.300000,439.300000,MULTI,IO83LU,BLACKPOOL,NOR,5,M0DKR,OPERATIONAL,
GB7BH,70CM,DVU46,439.575000,430.575000,MULTI,IO90WU,BRIGHTON,SE,4,G7TXU,OPERATIONAL,
GB7BI,70CM,DVU53,439.662500,430.662500,DV,IO77RM,MUIR OF ORD,SCOT,1,GM0UDL,OPERATIONAL,
GB7BJ,70CM,DVU59,439.737500,430.737500,DV,IO82TC,MALVERN,WM,13,G3PWJ,OPERATIONAL,
GB7BK,70CM,DVU59,439.737500,430.737500,DV,IO91JM,READING,SW,3,G8DOR,OPERATIONAL,
GB7BL,70CM,DVU54,439.675000,430.675000,MULTI,IO84VV,ALLENDALE,NOR,5,M0UKB,OPERATIONAL,
GB7BM,70CM,DVU32,439.400000,430.400000,MULTI,IO92BL,BIRMINGHAM,MIDL,3,G8VIQ,OPERATIONAL,
GB7BN,70CM,DVU47,439.587500,430.587500,MULTI,IO90PT,BOGNOR REGIS,SE,3,G0TJH,OPERATIONAL,
GB7BP,70CM,DVU36,439.450000,430.450000,DSTAR,IO91PX,MILTON KEYNES,SW,,M1ACB,OPERATIONAL,
GB7BR,70CM,RU74,430.925000,438.525000,DV,IO74TI,RAMSEY IOM,NOR,3,GD4HOZ,OPERATIONAL,
GB7BS,70CM,DVU13,439.162500,430.162500,DV,IO81TK,BRISTOL,SW,3,G4SDR,OPERATIONAL,
GB7BX,70CM,DVU35,439.437500,430.437500,DV,IO82QL,CLEOBURY NORTH,WM,11,G4VZO,OPERATIONAL,
GB7BZ,70CM,DVU33,439.412500,430.412500,DSTAR,IO92QF,BOZEAT,MIDL,,M5WOB,NOT OPERATIONAL,
GB7CA,70CM,RU74,430.925000,438.525000,DV,IO74SD,DOUGLAS,NOR,2,GD4HOZ,OPERATIONAL,
GB7CB,70CM,DVU57,439.712500,430.712500,DV,IO85DU,BATHGATE,SCOT,4,GM7RYR,OPERATIONAL,
GB7CC,70CM,DVU-R22,430.275000,439.275000,DV,IO81XW,CHELTENHAM,SW,2,G8WVW,OPERATIONAL,
GB7CD,70CM,DVU56,439.700000,430.700000,DSTAR,IO81JL,CARDIFF,WM,,GW6CUR,OPERATIONAL,
GB7CE,70CM,DVU49,439.612500,430.612500,DV,JO01NT,GREAT CLACTON,SE,,G0DZZ,OPERATIONAL,
GB7CF,70CM,DVU50,439.625000,430.625000,DV,IO90LW,CLANFIELD,SW,3,M0PPR,OPERATIONAL,
GB7CG,2M,RV57,145.712500,145.112500,MULTI,IO92QA,WOBURN SANDS,SW,77.0,G0WTZ,OPERATIONAL,
GB7CK,70CM,DVU59,439.737500,430.737500,DV,JO01OC,FOLKESTONE,SE,3,M1CMN,OPERATIONAL,
GB7CL,70CM,DVU51,439.637500,430.637500,DV,JO01OU,FRINTON ON SEA,SE,3,G0MBA,OPERATIONAL,
GB7CM,2M,RV56,145.700000,145.100000,MULTI,IO80WU,BLANDFORD,SW,71.9,M0MRP,OPERATIONAL,
GB7CO,70CM,DVU39,439.487500,430.487500,MULTI,IO90JU,FAREHAM,SW,3,G3ZDF,OPERATIONAL,
GB7CP,70CM,RU66,430.825000,438.425000,DM FUSION,IO91RO,SLOUGH,SW,77.0,M0WAQ,OPERATIONAL,
GB7CQ,70CM,DVU49,439.612500,430.612500,MULTI,IO90SU,WORTHING,SE,4,G4WTV,OPERATIONAL,
GB7CS,70CM,DVU62,439.775000,430.775000,DV,IO75VU,GLASGOW,SCOT,,GM7GDE,OPERATIONAL,
GB7CT,2M,RV51,145.637500,145.037500,DV,IO91PS,TRING,SW,3,M0ZPU,NOT OPERATIONAL,
GB7CV,70CM,DVU-R23,430.287500,439.287500,DV,IO92GK,COVENTRY,MIDL,5,G4USP,OPERATIONAL,
GB7CX,70CM,RU69,430.862500,438.462500,MULTI,IO65OD,COLERAINE,NI,12,MI0PKO,OPERATIONAL,
GB7CY,70CM,DVU50,439.625000,430.625000,DV,IO94DR,CROOK,NOR,,G0OCB,OPERATIONAL,
GB7CZ,70CM,DVU40,439.500000,430.500000,DV,IO94DR,CROOK,NOR,10,G0OCB,OPERATIONAL,
GB7DA,2M,RV62,145.775000,145.175000,MULTI,IO85AV,AIRDRIE,SCOT,1,GM4AUP,OPERATIONAL,
GB7DB,70CM,DVU53,439.662500,430.662500,DV,IO92QA,WOBURN SANDS,SW,3,G0WTZ,OPERATIONAL,
GB7DC,70CM,RU70,430.875000,438.475000,MULTI,IO92GW,DERBY,MIDL,71.9,G7NPW,REDUCED OUTPUT,
GB7DD,70CM,DVU53,439.662500,430.662500,MULTI,IO86NL,DUNDEE,SCOT,1,MM0DUN,OPERATIONAL,
GB7DE,2M,RV51,145.637500,145.037500,DV,IO85JW,EDINBURGH,SCOT,1,GM7RYR,OPERATIONAL,
GB7DH,70CM,DVU47,439.587500,430.587500,MULTI,IO83RF,NORTHWICH,NOR,,M0XDR,OPERATIONAL,
GB7DJ,70CM,DVU53,439.662500,430.662500,DV,IO83RF,NORTHWICH,NOR,3,M0WTX,OPERATIONAL,
GB7DK,2M,RV55,145.687500,145.087500,MULTI,IO74LV,STRANRAER,SCOT,103.5,GM0HPK,OPERATIONAL,
GB7DK-B,70CM,DVU52,439.650000,430.650000,DSTAR,IO74LV,STRANRAER,SCOT,,GM0HPK,OPERATIONAL,
