Output,Input,Call,mNemonic,Location,Service Area,Latitude,Longitude,S,ERP,HASL,T/O,Sp,Tone,Notes
438.9250,433.9250,VK6RAV B,-,Hoddy Well,Avon East 7/17,-31.631042,116.488988,P,-,-,-,6RRG,-,
438.1250,432.7250,VK6ROX B,-,East Fremantle,Fremantle (G),-32.045352,115.775254,O,10,-,5,6SKY,-,
146.8375,146.2375,VK6RWN C,-,Roleystone,Perth (G),-32.100052,116.05155,O,25,350,3,6RRG,-,
438.1750,432.7750,VK6RWN B,-,Roleystone,Perth (G),-32.100052,116.05155,O,25,350,3,6RRG,-,79,96
1273.9000,1293.9000,VK6RWN A,-,Roleystone,Perth (G) 6/15,-32.100052,116.05155,X,10,350,3,6RRG,-,
1298.3000,1298.3000,VK6RWN AD,-,Roleystone,Perth (G),-32.100052,116.05155,O,10,350,-,6RRG,-,
,,,,,,,,,,,,,,{{*;DSTAR;VK7}}
146.9625,146.3625,VK7RCR C,LenahV,Lenah Valley,Hobart,-42.86165,147.277901,O,20,160,2,7ZCR,-,
438.1250,432.7250,VK7RRR B,-,Richmond,SE Tasmania (G) 12/19,?,?,U,25,-,3,7RRR,-,96
,,,,,,,,,,,,,,{{*;DSTAR;VK8}}
146.7000,146.1000,VK8RAD C,-,Palmerston,Darwin (G) 10/21,?,?,U,25,75,3,8HF,-,
438.7500,433.7500,VK8RAD B,-,Palmerston,Darwin (G) 10/21,?,?,U,25,75,3,8HF,-,
1293.4000,1273.4000,VK8RAD A,-,Palmerston,Darwin (G) 10/21,?,?,U,10,75,3,8HF,-,108
1274.0500,1274.0500,VK8RAD AD,-,Palmerston,Darwin (G) 10/21,?,?,U,10,75,-,8HF,-,
,,,,,,,,,,,,,,{{*;P25;VK2}}
438.1375,432.7375,VK2RHP,-,Horsley Park,Sydney (L),-33.861548,150.854947,O,-,-,-,NME,-,
438.1750,433.1750,VK2RMB,THills,Terrey Hills,Sydney,-33.692994,151.222079,O,5,150,3,2MB,91.5,1
438.2000,432.8000,VK2RCG,-,Sydney,Sydney City,-33.864292,151.211542,O,-,-,-,NME,-,
438.2750,432.8750,VK2RWS,-,portable,Statewide WICEN,-,-,O,-,-,-,NWN,-,
438.4250,433.4250,VK2RLE,HCote,Engadine,Sydney,-34.040329,151.036165,O,50,110,3,2LE,-,
438.4500,433.4500,VK2RCF,-,Carlingford,Sydney,-33.775653,151.052787,O,-,-,-,NME,91.5,
438.5750,433.5750,VK2ROT,Paddo,Paddington,Sydney,-33.886561,151.229112,O,50,90,3,2BV,91.5,23
438.6750,433.6750,VK2RPL,Nardi,Mt Nardi,Lismore,-28.542669,153.290154,O,50,850,3,2SRC,123,
439.6000,434.6000,VK2RRR,Razor,Razorback,SW Sydney 1/19,?,?,U,-,-,-,2VVV,91.5,
439.8250,434.8250,VK2RWK,KurraJ,Kurrajong,NW Sydney,-33.523583,150.62693,O,-,-,-,NWN,91.5,80
439.9500,434.9500,VK2RAG,Someb,Somersby,Central Coast,-33.360078,151.291215,O,-,300,3,2EH,91.5,
439.9750,434.9750,VK2RNS,Asqith,Hornsby,Northern Sydney,-33.689879,151.100677,O,50,225,3.5,2MA,-,32
,,,,,,,,,,,,,,{{*;P25;VK3}}
438.3250,431.3250,VK3RHD,-,Horsham,Horsham,-36.724933,142.184767,O,30,-,3,3III,-,109
438.4750,431.4750,VK3RBU,-,Mt Hollowback,Ballarat,-37.440051,143.815479,O,40,-,2.5,3WI,91.5,
438.7250,431.7250,VK3RPL,Portld,Portland,Portland 8/17,-38.387794,141.631864,P,10,100,3,3AJ,-,293,96
438.7250,431.7250,VK3RYN,-,Yallourn North,Latrobe Valley 8/17,-38.153547,146.406513,P,10,112,3,3AJ,-,293,96
438.7750,431.7750,VK3RAJ,Upwey,Upwey,Melbourne,-37.90393,145.317257,O,10,270,3,3AJ,-,293,96
438.8000,431.8000,VK3RSA,-,Emerald,Melbourne 8/17,-37.93236,145.44378,P,10,370,3,VSA,-,293,96
438.9375,431.9375,VK3RSB,-,Mt St Leonard,Melbourne 8/17,-37.567537,145.52555,P,10,1028,3,VSA,-,293,96
439.2750,434.2750,VK3RBA,Bunyng,Mt Buninyong,Ballarat,-37.65293,143.926465,O,50,750,3,3WI,91.5,6
439.5750,434.5750,VK3RGC,MoPell,Montpellier,Geelong,-38.157168,144.313919,O,45,160,3,3ATL,91.5,
439.8000,434.8000,VK3RMU,StLeo,Mt St Leonard,Melbourne,-37.567537,145.52555,O,200,1028,2.5,3WI,-,
,,,,,,,,,,,,,,{{*;P25;VK4}}
439.3250,434.3250,VK4RAI,-,The Knobby,Ipswich,-27.502263,152.591633,O,-,-,4,4WIP,91.5,49
146.6375,146.0375,VK4RBX,-,The Knobby,Ipswich 12.5Khz,-27.502263,152.591633,O,25,600,3,4AB,-,20
438.6500,433.6500,VK4REG,-,Mt Mowbullan,Bunya Mtns,-26.888563,151.600764,O,50,1700,3,4QF,91.5,
438.9125,431.9125,VK4RHG,-,Everton Park,Brisbane,-27.394,152.9784,O,25,10,4,4HG,-,
439.9750,434.9750,VK4RMC,-,Mt Coot-Tha,Brisbane,-27.463175,152.947118,O,50,-,3,4QF,91.5,
147.0750,147.6750,VK4RSA,-,Sarina,Mackay 1/16,-21.497521,149.16955,T,50,460,3,4RM,-,
,,,,,,,,,,,,,,{{*;DMR;*}}
147.3250,147.9250,VK3RCQ,-,Junortoun,Bendigo,-36.782117,144.34374,O,50,-,-,3WG,-,
438.8125,431.8125,VK1RBM,-,Isaacs Ridge,Canberra Central,-35.365604,149.119038,O,40,800,3,1ACA,-,
438.1000,433.1000,VK2RYS,-,Yass,Yass,-34.851109,148.971656,O,40,683,3,3TE,-,
438.3250,433.3250,VK2RGN,-,Goulburn,Goulburn,-34.756348,149.688344,O,40,-,3,2JUZ,-,
438.3500,432.9500,VK2RHT,-,Chatswood,Sydney,-33.79773,151.179197,O,40,-,3,2DAY,-,96
438.4000,433.0000,VK2RMB,-,Terrey Hills,Sydney,-33.692994,151.222079,O,40,-,3,2XE,-,
438.4250,433.4250,VK2RLE,-,Engadine,Sydney,-34.040329,151.036165,O,40,-,3,3TE,-,
438.6000,433.6000,VK2RWI,Dural2,Dural,Sydney,-33.698742,151.055463,O,40,240,3,2WI,-,
438.6250,431.6250,VK2RUM,-,Sugarloaf Range,Newcastle,-32.944671,151.515857,O,5,442,3,2FA,-,
438.7250,433.7250,VK2RAO,Cbolas,Mt Canobolas,Orange area 1/23,-33.341852,148.982967,X,40,-,3,3TE,-,
438.8250,431.8250,VK2RBT,bbTrig,Big Box Trig,Sth Central Tablelands,-33.708919,148.991886,O,10,800,2,2HEY,91.5,
438.8250,431.8250,VK2ROJ,-,Gan Gan Hill,Port Stephens,-32.73155,152.13131,O,62,169,3,2AOJ,-,119
438.9375,431.9375,VK2RZL,Muswel,Mt Arthur,Upper Hunter,-32.363013,150.858396,O,50,476,3,2ATZ,-,
439.5000,434.5000,VK2RCG,-,Sydney,Sydney City,-33.864292,151.211542,O,40,-,3,3TE,-,
439.7750,434.7750,VK2RGL,CbTree,Cabbage Tree Mtn,Forster - Tuncurry,-32.25852,152.120421,O,25,650,5,2GLR,-,
439.9000,434.5000,VK2RHR,-,High Range,Southern Highlands,-34.370997,150.335746,O,40,-,3,2JUZ,-,
439.9125,434.9125,VK2RCV,-,Grafton,Grafton,?,?,O,40,-,3,2QJ,-,
438.1000,432.7000,VK3RSU,-,Melbourne,Melbourne,-37.8916,145.173288,O,50,-,3,3XDE,-,
438.1500,432.7500,VK3RWW,-,portable,Nation wide,-,-,O,20,-,3,3TE,-,
438.2625,431.2625,VK3RDR,-,Cranbourne,SE Melb,-38.119007,145.288354,O,40,70,3,3TE,-,
438.3000,432.9000,VK3RWW,-,portable,Nation wide,-,-,O,20,-,3,3TE,-,
438.3250,431.3250,VK3RHD,-,Horsham,Horsham,-36.724933,142.184767,O,30,-,3,3III,-,109
438.4000,431.4000,VK3RWV,-,Warrnambool,Warrnambool 8/22,?,?,X,30,-,3,3VM,-,109
438.6500,431.6500,VK3RGV,Wombat,Mt Wombat,NE Victoria,-36.849308,145.67307,O,40,800,3,3TE,-,
438.7125,431.7125,VK3RDS,-,Shepparton,Shepparton,-36.377066,145.417202,O,40,112,3,3TE,-,
438.7125,431.7125,VK3RMC,-,Narre Warren,Se Melb,-38.003847,145.328712,O,40,103,3,3TE,-,
438.9125,431.9125,VK3RTE,-,Karingal,Victoria,-38.151469,145.163079,O,40,-,3,3TE,-,
439.3750,434.3750,VK3RMC,-,Narre Warren Nth,Melbourne SE,-38.003847,145.328712,O,40,-,3,3APC,-,
439.5000,434.5000,VK3RGL,-,Mt Anakie,Geelong,-37.886427,144.269036,O,40,-,3,3ATL,-,
439.5250,434.5250,VK3RPT,-,Pretty Sally,Kilmore,-37.38095,144.965576,O,40,515,3,3TE,-,
439.6750,434.6750,VK3RZU,-,Mt Buller,Mansfield,-37.146425,146.43441,O,40,-,3,3TE,-,
439.7250,434.7250,VK3RPS,Cotrel,Mt Cottrell,Melbourne West,-37.763158,144.621872,O,40,217,3,3TE,-,
439.8250,434.8250,VK3RMM,Macdon,Mt Macedon,Melbourne WICEN 5/16,-37.383441,144.57678,O,40,1011,3,3TE,-,
439.9875,434.9875,VK3RBA,Bunyng,Mt Buninyong,Ballarat,-37.65293,143.926465,O,50,750,3,3WI,91.5,6
438.1750,433.1750,VK4RSL,-,Noosa Heads,Sunshine Coast North,-26.389268,153.097528,O,40,100,3,4WIS,-,
438.7125,431.7125,VK4RBT,-,Wongawallan,Gold Coast,-27.882998,153.259931,O,40,354,3,4WIG,-,
438.8375,431.8375,VK4RBX,-,The Knobby,Ipswich,-27.502263,152.591633,O,40,600,3,4AB,-,
438.8375,431.8375,VK4RNX,-,Wilkes Knob,Sunshine Coast,-26.778491,152.913841,O,40,-,-,4QF,123,115
438.9375,431.9375,VK4RBK,-,Bones Knob,Tolga,-17.222963,145.447263,O,40,914,-,4DU,-,
439.4875,434.4875,VK4RTQ,-,Mt Kynoch,Toowoomba,-27.506166,151.955865,O,40,500,3,4QF,-,
439.8750,434.8750,VK4RLU,-,Mt Dunsinane,Logan,-27.926477,153.040439,O,40,400,3,4BAB,-,
438.8000,431.8000,VK4RMC,-,Mt Coot-Tha,Brisbane,-27.463175,152.947118,O,50,-,3,4QF,-,115
438.8375,431.8375,VK5RSF,-,Woodforde,Adelaide 10/21,?,?,U,40,-,3,4QF,-,
438.0250,433.0250,VK6RPT,-,portable,Statewide,-,-,O,40,-,3,6RRG,-,
438.1250,433.1250,VK6RGF,-,Kalgoorlie,Kalgoorlie 1/19,?,?,U,25,-,3,6LS,-,
147.0500,147.6500,VK6RRR,-,Kalgoorlie,Kalgoorlie,-30.735091,121.48323,O,-,-,-,6ML,-,
438.2000,432.8000,VK6RRR,-,Kalgoorlie,Kalgoorlie,-30.735091,121.48323,O,-,-,-,6ML,-,
438.5250,431.5250,VK6RLM,-,Roleystone,Perth South East,-32.101613,116.049202,O,40,-,3,6RRG,-,
439.8625,434.8625,VK6RDM,-,Perth,Perth,-31.76876,116.079888,O,40,-,3,6ML,-,
438.4125,433.4125,VK7RJG,-,Mt Arthur,N Tasmania,-41.274031,147.283039,O,40,-,3,7JD,-,
438.5250,433.5250,VK7RCR,-,Lenah Valley,Hobart,-42.86165,147.277901,O,40,-,3,7ZCR,-,
438.8250,431.8250,VK7RUN,-,Trevallyn,Launceston 12/19,-41.43975,147.119383,T,20,155,2,7YAD,-,
,,,,,,,,,,,,,,{{*;C4FM;*}}
438.3750,433.3750,VK2RBM,Lawsn1,Lawson,Blue Mtns,-33.719433,150.431585,O,25,735,4,2HZ,91.5,
438.1125,432.7125,VK2RBV,-,Sydney,Sydney,-33.864292,151.211542,O,25,200,3,2BV,91.5,
146.6750,146.0750,VK2REE,-,Mt Ganghat,Taree-Gloucester,-31.922071,152.18174,O,50,600,5.0,2FRE,123,22
438.3250,433.3250,VK2REE,-,Mt Ganghat,Taree-Gloucester,-31.922071,152.18174,O,50,600,5.0,2FRE,-,106
438.6500,431.6500,VK2RFG,GHills,Gregory Hills,Campbelltown,-34.04252,150.784785,O,50,222,3,2FG,-,
438.7250,433.7250,VK2RMP,Maddns,Maddens Plains,Wollongong - Sydney,-34.263384,150.954594,O,50,465,4,2AMW,123,16
146.7000,146.1000,VK2RMU,NowraH,Nowra Hill,Milton - Ulladulla,-34.935597,150.566994,O,50,330,4,2HQ,123,
146.8000,146.2000,VK2RSC,Lismor,Parrots Nest,Lismore,-28.857063,153.228511,O,15,185,3,2SRC,123,
438.1875,432.7875,VK3RCD,-,Kinglake,Melbourne,-37.515708,145.316285,O,-,600,-,3HF,-,103
144.9375,145.5375,VK3RDQ,WantE,Outer Eastern Suburbs,Melbourne,-37.881361,145.219101,O,80,68,3,3DQ,91.5,46
439.6000,434.6000,VK3RDX,-,Mt Waverley,Melbourne,-37.874466,145.138124,O,100,132,3,3HF,91.5,103
438.4000,433.4000,VK3RFY,Hillsd,Hillside,Melb EchoL/IRLP,-37.694622,144.728557,O,100,100,3,3HF,91.5,38
439.3250,434.3250,VK3RGH,GreenH,Green Hill,Macedon R & Melb 11/16,-37.186272,144.425745,P,100,600,3,3HF,91.5,103
147.0375,147.6375,VK3RNB,-,CBD Melbourne,Melbourne,-37.815257,144.958708,O,100,650,2.5,3HF,-,103
438.5500,431.5550,VK3RNB,-,CBD Melbourne,Melbourne,-37.815257,144.958708,O,100,650,2.5,3HF,-,103
146.8750,146.8750,VK3RNW,-,Mt Gisborne,Melbourne,-37.521839,144.585444,O,100,650,2.5,3HF,-,103
438.5000,433.5000,VK3RLP,-,Muckleford,Castlemaine,-37.059072,144.188513,O,100,148,3,3HF,91.5,103
438.3250,433.3250,VK3RMH,KangGd,Kangaroo Ground,Melbourne,-37.689789,145.222296,O,40,220,3,3CNE,-,
147.0375,147.6375,VK3RYR,-,Briarty Hill,Melbourne North East 12/18,-37.730985,145.476243,P,83,421,2.5,3HF,-,103
438.8375,431.8375,VK3RYR,-,Briarty Hill,Melbourne North East 12/18,-37.730985,145.476243,P,83,421,2.5,3HF,-,103
147.2500,147.8500,VK4RED,-,Dalby,Dalby,-27.210245,151.251976,O,50,338,5,4BAD,91.5,95
146.6750,146.0750,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,-26.830664,151.548911,O,50,1145,5,4BAD,91.5,19
438.7000,433.7000,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,-26.830664,151.548911,O,50,1145,5,4BAD,91.5,19
438.2250,432.8250,VK4RPH,-,Mt Haren,Kuranda,?,?,O,50,250,-,4BS,123,
146.8500,146.2500,VK4RSD,-,Malanda,Sth Atherton Tablelands,-17.36186,145.636904,O,50,730,3,4SDD,-,112
146.8250,146.2250,VK5RBV,-,Mt Kitchener,Barossa Valley,-34.571977,139.005935,O,50,580,3.5,5BRC,-,53
439.8000,434.8000,VK5RBV,-,Mt Kitchener,Barossa Valley,-34.571977,139.005935,O,50,580,3.5,5BRC,-,53
438.3250,433.3250,VK5RCT,-,Moonta,Moonta,-34.047307,137.65363,O,-,-,-,5ZSW,91.5,
438.1125,431.1125,VK5RDF,-,Crafers,Adelaide,-34.998452,138.698773,O,50,610,3,5DF,-,
439.8250,434.8250,VK5RSC,-,Mt Terrible,Adelaide South,-35.331101,138.501776,O,50,380,5,5ARC,91.5,
146.6750,146.0750,VK5RSV,-,Willunga Hill,Adelaide South,-35.27319,138.598021,O,50,320,10,5ARC,91.5,52
146.8000,146.2000,VK6RTH,PerNE,Tic Hill,Perth North East,-31.825768,116.063938,O,60,230,4,6RRG,-,19
438.7250,431.7250,VK8RKT,-,Water Tank Hill,Katherine,-14.44542,132.295828,O,50,143,-,8MA,91.5,122
147.0000,146.4000,VK8RTE,-,Larrakeyah,Darwin City,-12.455984,130.833233,O,50,59,4,8DA,123,
,,,,,,,,,,,,,,{{*;ATV;VK2}}
444.250,1250.000,VK2RTG,-,Kariong,Gosford,-33.439521,151.297295,O,-,220,-,2EH,-,91
1250.000,446.500,VK2RTS,Lawsn2,Lawson,Blue Mtns,-33.710693,150.444899,O,300,370,30,2FKO,-,71
1250.000,444.250,VK2RFM,-,Oakdale,Sydney,-34.079735,150.503528,O,600,450,3.0,2CRZ,-,92
,,,,,,,,,,,,,,{{*;ATV;VK3}}
446.500,1250.000,VK3RTV,-,Olinda,Melbourne,-37.853928,145.36636,O,50,600,-,3WI,-,86
446.500,1255.000,VK3RTV,-,Olinda,Melbourne,-37.853928,145.36636,O,50,600,-,3WI,-,86
446.500,1278.000,VK3RTV,-,Olinda,Melbourne,-37.853928,145.36636,O,50,600,-,3WI,-,86
446.500,10410.00,VK3RTV,-,Olinda,Melbourne,-37.853928,145.36636,O,50,600,-,3WI,-,86
2415.000,1250.000,VK3RBO,-,Specimen Hill,Bendigo,-36.76632,144.244345,O,100,335,-,3WI,-,91,97
,,,,,,,,,,,,,,{{*;ATV;VK4}}
444.250,1250.000,VK4RAT,-,Mt Stuart,Townsville,-19.343838,146.780685,O,20,584,-,4WIT,-,91
444.250,1250.000,VK4RKP,-,Mt Crosby,Ipswich,-27.527452,152.797919,O,100,-,-,4AKP,-,91
446.500,Various,VK4RKC,-,Ocean View,Brisbane North,-27.145551,152.820209,O,120,530,-,4KI,-,89
446.500,1283.000,VK4RMG,-,Ocean View,Brisbane North,-27.145551,152.820209,O,120,530,-,4RMG,-,109
446.500,Various,VK4RNC,-,Wilkes Knob,Sunshine Coast,-26.77727,152.910371,O,120,450,-,4KI,-,110
446.500,Various,VK4RTV,-,Ocean View,Brisbane North,-27.145551,152.820209,O,120,530,-,4KI,-,111
,,,,,,,,,,,,,,{{*;ATV;VK5}}
446.500,1275.000,VK5RDC,-,The Bluff,Port Pirie & Whyalla,-33.105937,138.164544,O,100,730,-,5DMC,-,105
2415.000,1250.000,VK5RLZ,-,Elizabeth,Adelaide North 6/15,-34.742448,138.649074,X,250,73,30,5LZ,-,93
5815.000,5735.000,VK5RLZ,-,Elizabeth,Adelaide North 6/15,-34.742448,138.649074,X,1,80,30,5LZ,-,93,99
10350.00,10210.00,VK5RLZ,-,Elizabeth,Adelaide North 6/15,-34.742448,138.649074,X,25,80,30,5LZ,-,93
,,,,,,,,,,,,,,{{*;ATV;VK7}}
446.500,1250.000,VK7RTV,-,Stowport,Central NW Coast 6/15,-41.125805,145.907809,P,10,155,30,TNA,-,90
,,,,,,,,,,,,,,{{;;}}
